date,date_day,date_month,date_year,show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
1997-08-17,17,8,1997,The Phantom Of The Opera,Majestic,Musical,12987,1.01,797961,1.08,8
1997-08-17,17,8,1997,Titanic,Lunt-Fontanne,Musical,11799,1,728094,1.02,8
1997-08-24,24,8,1997,1776,Criterion,Musical,3958,0.99,169771,0.61,8
1997-08-24,24,8,1997,A Doll'S House,Belasco,Play,7028,0.99,310990,0.93,7
1997-08-24,24,8,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9692,0.75,369677,0.59,8
1997-08-24,24,8,1997,Annie,Martin Beck,Musical,7821,0.69,410853,0.58,8
1997-08-24,24,8,1997,Barrymore,Music Box,Play,4556,0.64,169802,0.63,7
1997-08-24,24,8,1997,Beauty And The Beast,Palace,Musical,11240,0.81,601192,0.82,8
1997-08-24,24,8,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8672,1.02,443632,0.87,8
1997-08-24,24,8,1997,Cats,Winter Garden,Musical,10949,0.92,517910,0.72,8
1997-08-24,24,8,1997,Chicago,Shubert,Musical,11778,1.01,669552,1.03,8
1997-08-24,24,8,1997,Forever Tango '97,Walter Kerr,Special,6213,0.84,271478,0.59,8
1997-08-24,24,8,1997,Grease,Eugene O'Neill,Musical,8295,0.94,370346,0.74,8
1997-08-24,24,8,1997,Jekyll & Hyde,Plymouth,Musical,7819,0.92,480622,0.87,8
1997-08-24,24,8,1997,Les Miserables,Imperial,Musical,11255,1,535085,0.89,8
1997-08-24,24,8,1997,Miss Saigon,Broadway,Musical,13073,0.94,537754,0.85,8
1997-08-24,24,8,1997,Rent,Nederlander,Musical,9624,1.03,562062,1.06,8
1997-08-24,24,8,1997,Smokey Joe'S Cafe,Virginia,Musical,7931,0.82,357950,0.59,8
1997-08-24,24,8,1997,The Gin Game,Lyceum,Play,5090,0.7,133913,0.46,8
1997-08-24,24,8,1997,The King And I 96,Neil Simon,Musical,9006,0.86,413922,0.68,8
1997-08-24,24,8,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4140,0.87,206261,0.79,8
1997-08-24,24,8,1997,The Life,Ethel Barrymore,Musical,7587,0.88,387051,0.65,8
1997-08-24,24,8,1997,The Phantom Of The Opera,Majestic,Musical,12468,0.97,767262,1.04,8
1997-08-24,24,8,1997,Titanic,Lunt-Fontanne,Musical,11771,1,715126,1,8
1997-08-31,31,8,1997,1776,Criterion,Musical,3992,1,188482,0.67,8
1997-08-31,31,8,1997,A Doll'S House,Belasco,Play,8307,1.02,377950,0.99,8
1997-08-31,31,8,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9974,0.77,397440,0.64,8
1997-08-31,31,8,1997,Annie,Martin Beck,Musical,8154,0.72,425022,0.6,8
1997-08-31,31,8,1997,Barrymore,Music Box,Play,2176,0.72,76408,0.28,3
1997-08-31,31,8,1997,Beauty And The Beast,Palace,Musical,10429,0.75,559834,0.76,8
1997-08-31,31,8,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8672,1.02,443161,0.87,8
1997-08-31,31,8,1997,Cats,Winter Garden,Musical,10920,0.92,511381,0.71,8
1997-08-31,31,8,1997,Chicago,Shubert,Musical,11771,1.01,671023,1.03,8
1997-08-31,31,8,1997,Forever Tango '97,Walter Kerr,Special,6235,0.84,278362,0.61,8
1997-08-31,31,8,1997,Grease,Eugene O'Neill,Musical,7853,0.89,346138,0.69,8
1997-08-31,31,8,1997,Jekyll & Hyde,Plymouth,Musical,7798,0.92,479594,0.87,8
1997-08-31,31,8,1997,Les Miserables,Imperial,Musical,11200,0.99,526560,0.87,8
1997-08-31,31,8,1997,Miss Saigon,Broadway,Musical,12749,0.91,531153,0.84,8
1997-08-31,31,8,1997,Rent,Nederlander,Musical,9624,1.03,563628,1.07,8
1997-08-31,31,8,1997,Smokey Joe'S Cafe,Virginia,Musical,7739,0.8,361199,0.59,8
1997-08-31,31,8,1997,The Gin Game,Lyceum,Play,5800,0.8,181169,0.63,8
1997-08-31,31,8,1997,The King And I 96,Neil Simon,Musical,8774,0.83,431076,0.71,8
1997-08-31,31,8,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4305,0.9,216583,0.83,8
1997-08-31,31,8,1997,The Life,Ethel Barrymore,Musical,7783,0.9,399294,0.67,8
1997-08-31,31,8,1997,The Phantom Of The Opera,Majestic,Musical,12092,0.94,747177,1.01,8
1997-08-31,31,8,1997,Titanic,Lunt-Fontanne,Musical,11797,1,710292,0.99,8
1997-09-07,7,9,1997,1776,Criterion,Musical,3955,0.99,169175,0.61,8
1997-09-07,7,9,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,5730,0.44,227912,0.37,8
1997-09-07,7,9,1997,Annie,Martin Beck,Musical,4869,0.43,229693,0.32,8
1997-09-07,7,9,1997,Barrymore,Music Box,Play,4791,0.68,164856,0.61,7
1997-09-07,7,9,1997,Beauty And The Beast,Palace,Musical,7372,0.53,385159,0.52,8
1997-09-07,7,9,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7028,0.83,334688,0.65,8
1997-09-07,7,9,1997,Cats,Winter Garden,Musical,7090,0.6,324850,0.45,8
1997-09-07,7,9,1997,Chicago,Shubert,Musical,11760,1.01,661915,1.02,8
1997-09-07,7,9,1997,Forever Tango '97,Walter Kerr,Special,5002,0.67,207367,0.45,8
1997-09-07,7,9,1997,Grease,Eugene O'Neill,Musical,5862,0.67,294192,0.59,8
1997-09-07,7,9,1997,Jekyll & Hyde,Plymouth,Musical,5960,0.7,343112,0.62,8
1997-09-07,7,9,1997,Les Miserables,Imperial,Musical,7921,0.7,362378,0.6,8
1997-09-07,7,9,1997,Miss Saigon,Broadway,Musical,9459,0.68,410196,0.65,8
1997-09-07,7,9,1997,Rent,Nederlander,Musical,9624,1.03,561018,1.06,8
1997-09-07,7,9,1997,Smokey Joe'S Cafe,Virginia,Musical,4855,0.5,239461,0.39,8
1997-09-07,7,9,1997,The King And I 96,Neil Simon,Musical,4756,0.45,234900,0.39,8
1997-09-07,7,9,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3527,0.74,177537,0.68,8
1997-09-07,7,9,1997,The Life,Ethel Barrymore,Musical,5863,0.68,300844,0.51,8
1997-09-07,7,9,1997,The Phantom Of The Opera,Majestic,Musical,10083,0.78,608600,0.82,8
1997-09-07,7,9,1997,Titanic,Lunt-Fontanne,Musical,11242,0.95,630266,0.88,8
1997-09-14,14,9,1997,1776,Criterion,Musical,3992,1,170616,0.61,8
1997-09-14,14,9,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,6609,0.51,259207,0.42,8
1997-09-14,14,9,1997,Annie,Martin Beck,Musical,6309,0.55,272313,0.38,8
1997-09-14,14,9,1997,Barrymore,Music Box,Play,5601,0.79,202091,0.75,7
1997-09-14,14,9,1997,Beauty And The Beast,Palace,Musical,8408,0.6,436744,0.59,8
1997-09-14,14,9,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7312,0.86,348400,0.68,8
1997-09-14,14,9,1997,Cats,Winter Garden,Musical,8049,0.68,378942,0.53,8
1997-09-14,14,9,1997,Chicago,Shubert,Musical,11772,1.01,652683,1,8
1997-09-14,14,9,1997,Forever Tango '97,Walter Kerr,Special,6273,0.84,270506,0.59,8
1997-09-14,14,9,1997,Grease,Eugene O'Neill,Musical,6387,0.73,311651,0.62,8
1997-09-14,14,9,1997,Jekyll & Hyde,Plymouth,Musical,7202,0.85,415762,0.76,8
1997-09-14,14,9,1997,Les Miserables,Imperial,Musical,8716,0.77,421558,0.7,8
1997-09-14,14,9,1997,Miss Saigon,Broadway,Musical,10438,0.75,450265,0.72,8
1997-09-14,14,9,1997,Rent,Nederlander,Musical,9624,1.03,564688,1.07,8
1997-09-14,14,9,1997,Smokey Joe'S Cafe,Virginia,Musical,6053,0.62,295715,0.48,8
1997-09-14,14,9,1997,The King And I 96,Neil Simon,Musical,6819,0.65,310297,0.51,8
1997-09-14,14,9,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4041,0.85,205291,0.79,8
1997-09-14,14,9,1997,The Life,Ethel Barrymore,Musical,6833,0.79,347011,0.59,8
1997-09-14,14,9,1997,The Phantom Of The Opera,Majestic,Musical,11271,0.88,677953,0.92,8
1997-09-14,14,9,1997,Titanic,Lunt-Fontanne,Musical,11557,0.98,670083,0.94,8
1997-09-21,21,9,1997,1776,Criterion,Musical,3921,0.98,164297,0.59,8
1997-09-21,21,9,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,8063,0.62,307676,0.49,8
1997-09-21,21,9,1997,Annie,Martin Beck,Musical,7570,0.67,330136,0.46,8
1997-09-21,21,9,1997,Barrymore,Music Box,Play,6155,0.87,231489,0.86,7
1997-09-21,21,9,1997,Beauty And The Beast,Palace,Musical,9238,0.66,473181,0.64,8
1997-09-21,21,9,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7356,0.86,356872,0.7,8
1997-09-21,21,9,1997,Cats,Winter Garden,Musical,8206,0.69,385722,0.54,8
1997-09-21,21,9,1997,Chicago,Shubert,Musical,11823,1.01,657559,1.01,8
1997-09-21,21,9,1997,Forever Tango '97,Walter Kerr,Special,6439,0.87,277711,0.6,8
1997-09-21,21,9,1997,Grease,Eugene O'Neill,Musical,6312,0.72,312664,0.63,8
1997-09-21,21,9,1997,Jekyll & Hyde,Plymouth,Musical,7356,0.86,428507,0.78,8
1997-09-21,21,9,1997,Les Miserables,Imperial,Musical,9104,0.81,432116,0.71,8
1997-09-21,21,9,1997,Miss Saigon,Broadway,Musical,10488,0.75,477527,0.76,8
1997-09-21,21,9,1997,Rent,Nederlander,Musical,9624,1.03,563783,1.07,8
1997-09-21,21,9,1997,Side Show,Richard Rodgers,Musical,3971,0.98,110633,0.51,0
1997-09-21,21,9,1997,Smokey Joe'S Cafe,Virginia,Musical,6608,0.68,319276,0.52,8
1997-09-21,21,9,1997,The King And I 96,Neil Simon,Musical,7427,0.71,338058,0.56,8
1997-09-21,21,9,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3967,0.83,202874,0.78,8
1997-09-21,21,9,1997,The Life,Ethel Barrymore,Musical,7011,0.81,353763,0.6,8
1997-09-21,21,9,1997,The Phantom Of The Opera,Majestic,Musical,11531,0.9,691130,0.94,8
1997-09-21,21,9,1997,Titanic,Lunt-Fontanne,Musical,11757,1,696425,0.97,8
1997-09-28,28,9,1997,1776,Criterion,Musical,3860,0.97,181907,0.65,8
1997-09-28,28,9,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,7884,0.61,301362,0.48,8
1997-09-28,28,9,1997,Annie,Martin Beck,Musical,6230,0.55,272407,0.38,8
1997-09-28,28,9,1997,Barrymore,Music Box,Play,6342,0.9,239350,0.89,7
1997-09-28,28,9,1997,Beauty And The Beast,Palace,Musical,10198,0.73,508759,0.69,8
1997-09-28,28,9,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7781,0.91,369440,0.72,8
1997-09-28,28,9,1997,Cats,Winter Garden,Musical,8158,0.69,375360,0.52,8
1997-09-28,28,9,1997,Chicago,Shubert,Musical,11833,1.01,660928,1.02,8
1997-09-28,28,9,1997,Forever Tango '97,Walter Kerr,Special,6639,0.89,291071,0.63,8
1997-09-28,28,9,1997,Grease,Eugene O'Neill,Musical,6802,0.77,352152,0.7,8
1997-09-28,28,9,1997,Jekyll & Hyde,Plymouth,Musical,6739,0.79,414899,0.75,8
1997-09-28,28,9,1997,Les Miserables,Imperial,Musical,9747,0.86,446466,0.74,8
1997-09-28,28,9,1997,Miss Saigon,Broadway,Musical,10861,0.78,474693,0.75,8
1997-09-28,28,9,1997,Rent,Nederlander,Musical,9624,1.03,563444,1.07,8
1997-09-28,28,9,1997,Side Show,Richard Rodgers,Musical,10250,0.95,251224,0.44,0
1997-09-28,28,9,1997,Smokey Joe'S Cafe,Virginia,Musical,6534,0.67,320698,0.52,8
1997-09-28,28,9,1997,The King And I 96,Neil Simon,Musical,7923,0.75,352855,0.58,8
1997-09-28,28,9,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4082,0.85,199745,0.77,8
1997-09-28,28,9,1997,The Life,Ethel Barrymore,Musical,6687,0.78,349142,0.59,8
1997-09-28,28,9,1997,The Phantom Of The Opera,Majestic,Musical,11738,0.91,698986,0.95,8
1997-09-28,28,9,1997,Titanic,Lunt-Fontanne,Musical,11572,0.98,690307,0.97,8
1997-09-28,28,9,1997,Triumph Of Love,Royale,Musical,1853,0.6,76029,0.4,0
1997-10-05,5,10,1997,1776,Criterion,Musical,3798,0.95,190666,0.68,8
1997-10-05,5,10,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,6490,0.5,268402,0.43,8
1997-10-05,5,10,1997,Annie,Martin Beck,Musical,6387,0.56,313372,0.44,8
1997-10-05,5,10,1997,Barrymore,Music Box,Play,6345,0.9,249029,0.92,7
1997-10-05,5,10,1997,Beauty And The Beast,Palace,Musical,10452,0.75,516441,0.7,8
1997-10-05,5,10,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7208,0.85,355502,0.7,8
1997-10-05,5,10,1997,Cats,Winter Garden,Musical,8254,0.7,382906,0.53,8
1997-10-05,5,10,1997,Chicago,Shubert,Musical,11828,1.01,666480,1.03,8
1997-10-05,5,10,1997,Forever Tango '97,Walter Kerr,Special,6383,0.86,283150,0.62,8
1997-10-05,5,10,1997,Grease,Eugene O'Neill,Musical,7659,0.87,391125,0.78,8
1997-10-05,5,10,1997,Jekyll & Hyde,Plymouth,Musical,6912,0.81,398215,0.72,8
1997-10-05,5,10,1997,Les Miserables,Imperial,Musical,9343,0.83,445993,0.74,8
1997-10-05,5,10,1997,Miss Saigon,Broadway,Musical,11058,0.79,496264,0.79,8
1997-10-05,5,10,1997,Rent,Nederlander,Musical,9624,1.03,563096,1.06,8
1997-10-05,5,10,1997,Side Show,Richard Rodgers,Musical,8371,0.78,201045,0.35,0
1997-10-05,5,10,1997,Smokey Joe'S Cafe,Virginia,Musical,6396,0.66,319900,0.52,8
1997-10-05,5,10,1997,The King And I 96,Neil Simon,Musical,8535,0.81,380452,0.63,8
1997-10-05,5,10,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3475,0.73,168613,0.65,8
1997-10-05,5,10,1997,The Life,Ethel Barrymore,Musical,5804,0.67,305152,0.52,8
1997-10-05,5,10,1997,The Phantom Of The Opera,Majestic,Musical,11359,0.88,665475,0.9,8
1997-10-05,5,10,1997,Titanic,Lunt-Fontanne,Musical,11438,0.97,679469,0.95,8
1997-10-05,5,10,1997,Triumph Of Love,Royale,Musical,5384,0.65,202482,0.39,0
1997-10-12,12,10,1997,1776,Criterion,Musical,3943,0.99,190793,0.68,8
1997-10-12,12,10,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,7652,0.59,310762,0.5,8
1997-10-12,12,10,1997,Annie,Martin Beck,Musical,7465,0.66,363035,0.51,8
1997-10-12,12,10,1997,Barrymore,Music Box,Play,6525,0.92,261821,0.97,7
1997-10-12,12,10,1997,Beauty And The Beast,Palace,Musical,10699,0.77,558458,0.76,8
1997-10-12,12,10,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7559,0.89,374482,0.73,8
1997-10-12,12,10,1997,Cats,Winter Garden,Musical,8993,0.76,432974,0.6,8
1997-10-12,12,10,1997,Chicago,Shubert,Musical,11827,1.01,670889,1.03,8
1997-10-12,12,10,1997,Forever Tango '97,Walter Kerr,Special,6587,0.89,292540,0.64,8
1997-10-12,12,10,1997,Grease,Eugene O'Neill,Musical,7726,0.88,411987,0.82,8
1997-10-12,12,10,1997,Jackie: An American Life,Belasco,Play,1277,0.63,40161,0.45,0
1997-10-12,12,10,1997,Jekyll & Hyde,Plymouth,Musical,7541,0.89,445183,0.81,8
1997-10-12,12,10,1997,Les Miserables,Imperial,Musical,9862,0.87,485903,0.8,8
1997-10-12,12,10,1997,Miss Saigon,Broadway,Musical,11776,0.84,528017,0.84,8
1997-10-12,12,10,1997,Rent,Nederlander,Musical,9624,1.03,569993,1.08,8
1997-10-12,12,10,1997,Side Show,Richard Rodgers,Musical,7462,0.69,181270,0.31,0
1997-10-12,12,10,1997,Smokey Joe'S Cafe,Virginia,Musical,7260,0.75,365985,0.6,8
1997-10-12,12,10,1997,The King And I 96,Neil Simon,Musical,9480,0.9,429832,0.71,8
1997-10-12,12,10,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3745,0.78,188002,0.72,8
1997-10-12,12,10,1997,The Life,Ethel Barrymore,Musical,7046,0.82,379559,0.64,8
1997-10-12,12,10,1997,The Phantom Of The Opera,Majestic,Musical,11622,0.9,684186,0.93,8
1997-10-12,12,10,1997,The Scarlet Pimpernel,Minskoff,Musical,11648,0.85,441481,0.53,0
1997-10-12,12,10,1997,Titanic,Lunt-Fontanne,Musical,11756,1,705103,0.99,8
1997-10-12,12,10,1997,Triumph Of Love,Royale,Musical,6388,0.77,242413,0.47,0
1997-10-19,19,10,1997,1776,Criterion,Musical,3901,0.98,186468,0.67,8
1997-10-19,19,10,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9348,0.72,335841,0.54,8
1997-10-19,19,10,1997,Annie,Martin Beck,Musical,6874,0.6,360079,0.51,8
1997-10-19,19,10,1997,Barrymore,Music Box,Play,6797,0.96,275859,1.02,7
1997-10-19,19,10,1997,Beauty And The Beast,Palace,Musical,10506,0.75,549890,0.75,8
1997-10-19,19,10,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8195,0.96,407797,0.8,8
1997-10-19,19,10,1997,Cats,Winter Garden,Musical,9325,0.79,438723,0.61,8
1997-10-19,19,10,1997,Chicago,Shubert,Musical,11816,1.01,663212,1.02,8
1997-10-19,19,10,1997,Forever Tango '97,Walter Kerr,Special,5813,0.78,293917,0.64,8
1997-10-19,19,10,1997,Grease,Eugene O'Neill,Musical,8235,0.94,441795,0.88,8
1997-10-19,19,10,1997,Jackie: An American Life,Belasco,Play,4672,0.58,125728,0.35,0
1997-10-19,19,10,1997,Jekyll & Hyde,Plymouth,Musical,7623,0.89,437889,0.8,8
1997-10-19,19,10,1997,Les Miserables,Imperial,Musical,9961,0.88,470745,0.78,8
1997-10-19,19,10,1997,Miss Saigon,Broadway,Musical,12089,0.87,561034,0.89,8
1997-10-19,19,10,1997,Rent,Nederlander,Musical,9624,1.03,563350,1.07,8
1997-10-19,19,10,1997,Side Show,Richard Rodgers,Musical,8897,0.83,211764,0.37,4
1997-10-19,19,10,1997,Smokey Joe'S Cafe,Virginia,Musical,7153,0.74,367002,0.6,8
1997-10-19,19,10,1997,The King And I 96,Neil Simon,Musical,9220,0.88,409935,0.68,8
1997-10-19,19,10,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4274,0.89,219872,0.85,8
1997-10-19,19,10,1997,The Life,Ethel Barrymore,Musical,7287,0.85,397645,0.67,8
1997-10-19,19,10,1997,The Lion King,New Amsterdam,Musical,10645,0.87,630828,0.91,0
1997-10-19,19,10,1997,The Phantom Of The Opera,Majestic,Musical,12596,0.98,739532,1,8
1997-10-19,19,10,1997,The Scarlet Pimpernel,Minskoff,Musical,12202,0.89,453518,0.54,0
1997-10-19,19,10,1997,Titanic,Lunt-Fontanne,Musical,11814,1,716852,1,8
1997-10-19,19,10,1997,Triumph Of Love,Royale,Musical,6854,0.83,281869,0.54,0
1997-10-26,26,10,1997,1776,Criterion,Musical,3885,0.97,201666,0.72,8
1997-10-26,26,10,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,8786,0.68,339356,0.54,8
1997-10-26,26,10,1997,Barrymore,Music Box,Play,5934,0.84,246029,0.91,7
1997-10-26,26,10,1997,Beauty And The Beast,Palace,Musical,10372,0.75,529002,0.72,8
1997-10-26,26,10,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8176,0.96,406064,0.79,8
1997-10-26,26,10,1997,Cats,Winter Garden,Musical,9014,0.76,403065,0.56,8
1997-10-26,26,10,1997,Chicago,Shubert,Musical,11831,1.01,657357,1.01,8
1997-10-26,26,10,1997,Forever Tango '97,Walter Kerr,Special,5945,0.8,300740,0.65,8
1997-10-26,26,10,1997,Grease,Eugene O'Neill,Musical,7076,0.81,309815,0.62,8
1997-10-26,26,10,1997,Ivanov,Vivian Beaumont,Play,4251,0.97,133730,0.61,0
1997-10-26,26,10,1997,Jackie: An American Life,Belasco,Play,4428,0.55,121822,0.34,0
1997-10-26,26,10,1997,Jekyll & Hyde,Plymouth,Musical,7703,0.9,456163,0.83,8
1997-10-26,26,10,1997,Les Miserables,Imperial,Musical,10090,0.89,477111,0.79,8
1997-10-26,26,10,1997,Miss Saigon,Broadway,Musical,11710,0.84,537219,0.85,8
1997-10-26,26,10,1997,Rent,Nederlander,Musical,9624,1.03,563423,1.07,8
1997-10-26,26,10,1997,Side Show,Richard Rodgers,Musical,6659,0.62,271135,0.47,8
1997-10-26,26,10,1997,Smokey Joe'S Cafe,Virginia,Musical,7487,0.77,383248,0.63,8
1997-10-26,26,10,1997,The King And I 96,Neil Simon,Musical,9599,0.91,429348,0.71,8
1997-10-26,26,10,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4194,0.88,215950,0.83,8
1997-10-26,26,10,1997,The Life,Ethel Barrymore,Musical,7583,0.88,408277,0.69,8
1997-10-26,26,10,1997,The Lion King,New Amsterdam,Musical,12460,0.89,724213,0.91,0
1997-10-26,26,10,1997,The Phantom Of The Opera,Majestic,Musical,12277,0.95,715449,0.97,8
1997-10-26,26,10,1997,The Scarlet Pimpernel,Minskoff,Musical,13077,0.96,505590,0.61,0
1997-10-26,26,10,1997,Titanic,Lunt-Fontanne,Musical,11771,1,715135,1,8
1997-10-26,26,10,1997,Triumph Of Love,Royale,Musical,5780,0.7,248025,0.48,5
1997-11-02,2,11,1997,1776,Criterion,Musical,3903,0.98,213452,0.76,8
1997-11-02,2,11,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,6497,0.5,239853,0.38,8
1997-11-02,2,11,1997,Barrymore,Music Box,Play,6273,0.89,260419,0.96,7
1997-11-02,2,11,1997,Beauty And The Beast,Palace,Musical,8900,0.64,443340,0.6,8
1997-11-02,2,11,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7299,0.86,352389,0.69,8
1997-11-02,2,11,1997,Cats,Winter Garden,Musical,7657,0.65,348112,0.49,8
1997-11-02,2,11,1997,Chicago,Shubert,Musical,11851,1.01,671063,1.03,8
1997-11-02,2,11,1997,Forever Tango '97,Walter Kerr,Special,5296,0.71,254910,0.55,8
1997-11-02,2,11,1997,Grease,Eugene O'Neill,Musical,5462,0.62,238888,0.48,8
1997-11-02,2,11,1997,Ivanov,Vivian Beaumont,Play,8272,0.94,230363,0.52,0
1997-11-02,2,11,1997,Jackie: An American Life,Belasco,Play,3465,0.43,90563,0.25,0
1997-11-02,2,11,1997,Jekyll & Hyde,Plymouth,Musical,7303,0.86,426118,0.77,8
1997-11-02,2,11,1997,Les Miserables,Imperial,Musical,9016,0.8,400336,0.66,8
1997-11-02,2,11,1997,Miss Saigon,Broadway,Musical,9927,0.71,431358,0.69,8
1997-11-02,2,11,1997,Proposals,Broadhurst,Play,6160,0.74,213315,0.49,0
1997-11-02,2,11,1997,Rent,Nederlander,Musical,9624,1.03,563448,1.07,8
1997-11-02,2,11,1997,Side Show,Richard Rodgers,Musical,5697,0.61,274454,0.48,7
1997-11-02,2,11,1997,Smokey Joe'S Cafe,Virginia,Musical,5814,0.6,292929,0.48,8
1997-11-02,2,11,1997,Street Corner Symphony,Brooks Atkinson,Musical,2438,0.78,25189,0.14,0
1997-11-02,2,11,1997,The Cherry Orchard,Martin Beck,Play,6500,0.76,400000,0.57,5
1997-11-02,2,11,1997,The King And I 96,Neil Simon,Musical,6823,0.65,292274,0.48,8
1997-11-02,2,11,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3537,0.74,168315,0.65,8
1997-11-02,2,11,1997,The Life,Ethel Barrymore,Musical,5913,0.69,317375,0.54,8
1997-11-02,2,11,1997,The Lion King,New Amsterdam,Musical,11811,0.85,670304,0.84,0
1997-11-02,2,11,1997,The Phantom Of The Opera,Majestic,Musical,11597,0.9,663382,0.9,8
1997-11-02,2,11,1997,The Scarlet Pimpernel,Minskoff,Musical,11109,0.81,437766,0.53,0
1997-11-02,2,11,1997,Titanic,Lunt-Fontanne,Musical,11521,0.98,684405,0.96,8
1997-11-02,2,11,1997,Triumph Of Love,Royale,Musical,6405,0.77,274549,0.53,8
1997-11-09,9,11,1997,1776,Criterion,Musical,3897,0.98,216314,0.77,8
1997-11-09,9,11,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,7437,0.57,301708,0.48,8
1997-11-09,9,11,1997,Beauty And The Beast,Palace,Musical,10507,0.75,525481,0.71,8
1997-11-09,9,11,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7460,0.88,371975,0.73,8
1997-11-09,9,11,1997,Cats,Winter Garden,Musical,8163,0.69,374778,0.52,8
1997-11-09,9,11,1997,Chicago,Shubert,Musical,11723,1,661003,1.02,8
1997-11-09,9,11,1997,Forever Tango '97,Walter Kerr,Special,5623,0.76,280479,0.61,8
1997-11-09,9,11,1997,Grease,Eugene O'Neill,Musical,6734,0.77,296293,0.59,8
1997-11-09,9,11,1997,Ivanov,Vivian Beaumont,Play,8713,0.99,251683,0.57,0
1997-11-09,9,11,1997,Jackie: An American Life,Belasco,Play,3669,0.45,100210,0.28,0
1997-11-09,9,11,1997,Jekyll & Hyde,Plymouth,Musical,7471,0.88,438723,0.8,8
1997-11-09,9,11,1997,Les Miserables,Imperial,Musical,9246,0.82,447068,0.74,8
1997-11-09,9,11,1997,Miss Saigon,Broadway,Musical,10166,0.73,465125,0.74,8
1997-11-09,9,11,1997,Proposals,Broadhurst,Play,5722,0.6,225393,0.52,5
1997-11-09,9,11,1997,Rent,Nederlander,Musical,9624,1.03,563389,1.07,8
1997-11-09,9,11,1997,Side Show,Richard Rodgers,Musical,6100,0.57,283180,0.49,8
1997-11-09,9,11,1997,Smokey Joe'S Cafe,Virginia,Musical,6741,0.7,339387,0.55,8
1997-11-09,9,11,1997,Street Corner Symphony,Brooks Atkinson,Musical,5982,0.72,68793,0.15,0
1997-11-09,9,11,1997,The Cherry Orchard,Martin Beck,Play,6500,0.65,400000,0.57,7
1997-11-09,9,11,1997,The King And I 96,Neil Simon,Musical,7793,0.74,365180,0.6,8
1997-11-09,9,11,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3829,0.8,196055,0.75,8
1997-11-09,9,11,1997,The Life,Ethel Barrymore,Musical,7178,0.83,390443,0.66,8
1997-11-09,9,11,1997,The Lion King,New Amsterdam,Musical,13372,0.96,754386,0.95,0
1997-11-09,9,11,1997,The Phantom Of The Opera,Majestic,Musical,11020,0.86,637242,0.86,8
1997-11-09,9,11,1997,The Scarlet Pimpernel,Minskoff,Musical,12784,0.93,408735,0.49,1
1997-11-09,9,11,1997,Titanic,Lunt-Fontanne,Musical,11320,0.96,682043,0.95,8
1997-11-09,9,11,1997,Triumph Of Love,Royale,Musical,6741,0.81,313850,0.61,8
1997-11-16,16,11,1997,1776,Criterion,Musical,3952,0.99,215808,0.77,8
1997-11-16,16,11,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,7487,0.58,291869,0.47,8
1997-11-16,16,11,1997,Beauty And The Beast,Palace,Musical,11234,0.81,563643,0.77,8
