date,date_day,date_month,date_year,show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
2004-04-11,11,4,2004,Sixteen Wounded,Walter Kerr,Play,2704,0.36,103920,0.2,0
2004-04-11,11,4,2004,Sly Fox,Ethel Barrymore,Play,6362,0.75,415908,0.64,8
2004-04-11,11,4,2004,The Boy From Oz,Imperial,Musical,11052,0.96,778276,0.81,8
2004-04-11,11,4,2004,The Lion King,New Amsterdam,Musical,14539,1.01,1131543,0.96,8
2004-04-11,11,4,2004,The Phantom Of The Opera,Majestic,Musical,12734,0.99,696699,0.7,8
2004-04-11,11,4,2004,The Producers,St. James,Musical,12794,0.94,1045518,1,8
2004-04-11,11,4,2004,Thoroughly Modern Millie,Marquis,Musical,10309,0.82,593230,0.6,8
2004-04-11,11,4,2004,Twentieth Century,American Airlines,Play,5269,0.89,292625,0.84,8
2004-04-11,11,4,2004,Wicked,Gershwin,Musical,14184,1,1134594,1,8
2004-04-11,11,4,2004,Wonderful Town,Al Hirschfeld,Musical,7590,0.66,498009,0.52,8
2004-04-18,18,4,2004,42Nd Street '01,Ford Center,Musical,12996,0.9,718256,0.67,8
2004-04-18,18,4,2004,A Raisin In The Sun,Royale,Play,6381,0.74,381005,0.62,0
2004-04-18,18,4,2004,Aida,Palace,Musical,10684,0.79,621485,0.67,8
2004-04-18,18,4,2004,Assassins,Studio 54,Musical,6430,0.88,327236,0.74,0
2004-04-18,18,4,2004,Avenue Q,Golden,Musical,5561,0.87,384556,0.85,8
2004-04-18,18,4,2004,Barbara Cook'S Broadway,Vivian Beaumont,Special,2864,0.91,135756,0.74,3
2004-04-18,18,4,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11681,0.97,743141,0.89,8
2004-04-18,18,4,2004,Bombay Dreams,Broadway,Musical,8462,0.8,514950,0.62,0
2004-04-18,18,4,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6026,0.71,341067,0.45,0
2004-04-18,18,4,2004,Chicago,Ambassador,Musical,7792,0.9,510566,0.71,8
2004-04-18,18,4,2004,Fiddler On The Roof 04,Minskoff,Musical,11540,0.85,753335,0.7,8
2004-04-18,18,4,2004,Golda'S Balcony,Helen Hayes,Play,2954,0.63,150951,0.34,8
2004-04-18,18,4,2004,Gypsy '03,Shubert,Musical,8195,0.71,472967,0.5,8
2004-04-18,18,4,2004,Hairspray,Neil Simon,Musical,11537,1.01,975707,1.01,8
2004-04-18,18,4,2004,I Am My Own Wife,Lyceum,Play,2726,0.55,140767,0.39,7
2004-04-18,18,4,2004,Jumpers,Brooks Atkinson,Play,5760,0.74,299146,0.5,0
2004-04-18,18,4,2004,King Lear,Vivian Beaumont,Play,4955,0.95,325678,0.72,5
2004-04-18,18,4,2004,Little Shop Of Horrors,Virginia,Musical,8344,0.86,477644,0.57,8
2004-04-18,18,4,2004,Mamma Mia!,Cadillac Winter Garden,Musical,12107,1.01,974009,0.94,8
2004-04-18,18,4,2004,Match,Plymouth,Play,5150,0.6,228631,0.38,8
2004-04-18,18,4,2004,Movin' Out,Richard Rodgers,Musical,9182,0.87,691405,0.84,8
2004-04-18,18,4,2004,Prymate,Longacre,Play,303,6.92,9851,0.04,0
2004-04-18,18,4,2004,Rent,Nederlander,Musical,6968,0.74,346002,0.65,8
2004-04-18,18,4,2004,Sixteen Wounded,Walter Kerr,Play,2712,0.36,103046,0.2,4
2004-04-18,18,4,2004,Sly Fox,Ethel Barrymore,Play,6781,0.8,441825,0.68,8
2004-04-18,18,4,2004,The Boy From Oz,Imperial,Musical,10768,0.94,813843,0.85,8
2004-04-18,18,4,2004,The Lion King,New Amsterdam,Musical,14531,1.01,1126077,0.95,8
2004-04-18,18,4,2004,The Phantom Of The Opera,Majestic,Musical,12587,0.98,677491,0.68,8
2004-04-18,18,4,2004,The Producers,St. James,Musical,11510,0.84,946215,0.91,8
2004-04-18,18,4,2004,Thoroughly Modern Millie,Marquis,Musical,10058,0.8,569024,0.57,8
2004-04-18,18,4,2004,Twentieth Century,American Airlines,Play,5427,0.92,291431,0.83,8
2004-04-18,18,4,2004,Wicked,Gershwin,Musical,14184,1,1104830,0.98,8
2004-04-18,18,4,2004,Wonderful Town,Al Hirschfeld,Musical,6598,0.57,474271,0.5,8
2004-04-25,25,4,2004,42Nd Street '01,Ford Center,Musical,11466,0.79,647719,0.61,8
2004-04-25,25,4,2004,A Raisin In The Sun,Royale,Play,6476,0.75,393390,0.64,0
2004-04-25,25,4,2004,Aida,Palace,Musical,10415,0.77,573275,0.62,8
2004-04-25,25,4,2004,Assassins,Studio 54,Musical,5722,0.78,305490,0.69,5
2004-04-25,25,4,2004,Avenue Q,Golden,Musical,5326,0.84,367695,0.81,8
2004-04-25,25,4,2004,Beauty And The Beast,Lunt-Fontanne,Musical,10749,0.89,637967,0.76,8
2004-04-25,25,4,2004,Bombay Dreams,Broadway,Musical,9603,0.78,587013,0.56,0
2004-04-25,25,4,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5992,0.7,336899,0.44,0
2004-04-25,25,4,2004,Chicago,Ambassador,Musical,7747,0.9,502762,0.7,8
2004-04-25,25,4,2004,Fiddler On The Roof 04,Minskoff,Musical,10955,0.81,702949,0.66,8
2004-04-25,25,4,2004,Golda'S Balcony,Helen Hayes,Play,3143,0.67,156590,0.35,8
2004-04-25,25,4,2004,Gypsy '03,Shubert,Musical,7431,0.64,443122,0.47,8
2004-04-25,25,4,2004,Hairspray,Neil Simon,Musical,11367,1,954970,0.99,8
2004-04-25,25,4,2004,I Am My Own Wife,Lyceum,Play,3029,0.54,154591,0.39,8
2004-04-25,25,4,2004,Jumpers,Brooks Atkinson,Play,6884,0.89,239573,0.4,1
2004-04-25,25,4,2004,Little Shop Of Horrors,Virginia,Musical,7179,0.74,395384,0.47,8
2004-04-25,25,4,2004,Mamma Mia!,Cadillac Winter Garden,Musical,12057,1.01,966597,0.94,8
2004-04-25,25,4,2004,Match,Plymouth,Play,5476,0.63,265729,0.44,8
2004-04-25,25,4,2004,Movin' Out,Richard Rodgers,Musical,9344,0.88,678359,0.82,8
2004-04-25,25,4,2004,Prymate,Longacre,Play,728,8.31,23664,0.05,0
2004-04-25,25,4,2004,Rent,Nederlander,Musical,6542,0.69,307632,0.58,8
2004-04-25,25,4,2004,Sixteen Wounded,Walter Kerr,Play,3278,0.44,121830,0.24,8
2004-04-25,25,4,2004,Sly Fox,Ethel Barrymore,Play,6924,0.82,425999,0.66,8
2004-04-25,25,4,2004,The Boy From Oz,Imperial,Musical,10888,0.95,812849,0.85,8
2004-04-25,25,4,2004,The Lion King,New Amsterdam,Musical,14509,1.01,1124139,0.95,8
2004-04-25,25,4,2004,The Phantom Of The Opera,Majestic,Musical,10878,0.85,566049,0.56,8
2004-04-25,25,4,2004,The Producers,St. James,Musical,10748,0.79,880125,0.84,8
2004-04-25,25,4,2004,Thoroughly Modern Millie,Marquis,Musical,9285,0.74,515006,0.52,8
2004-04-25,25,4,2004,Twentieth Century,American Airlines,Play,4682,0.9,243080,0.78,7
2004-04-25,25,4,2004,Wicked,Gershwin,Musical,14184,1,1082387,0.96,8
2004-04-25,25,4,2004,Wonderful Town,Al Hirschfeld,Musical,5928,0.52,430812,0.45,8
2004-05-02,2,5,2004,42Nd Street '01,Ford Center,Musical,9661,0.67,527132,0.49,8
2004-05-02,2,5,2004,A Raisin In The Sun,Royale,Play,7070,0.82,441628,0.72,8
2004-05-02,2,5,2004,Aida,Palace,Musical,9058,0.67,480232,0.52,8
2004-05-02,2,5,2004,Assassins,Studio 54,Musical,6288,0.86,331022,0.75,8
2004-05-02,2,5,2004,Avenue Q,Golden,Musical,4920,0.77,336578,0.75,8
2004-05-02,2,5,2004,Beauty And The Beast,Lunt-Fontanne,Musical,9407,0.78,535800,0.64,8
2004-05-02,2,5,2004,Bombay Dreams,Broadway,Musical,8858,0.72,565683,0.54,4
2004-05-02,2,5,2004,"Caroline, Or Change",Eugene O'Neill,Musical,4647,0.63,280999,0.42,1
2004-05-02,2,5,2004,Chicago,Ambassador,Musical,7530,0.87,474785,0.66,8
2004-05-02,2,5,2004,Fiddler On The Roof 04,Minskoff,Musical,9555,0.71,596197,0.56,8
2004-05-02,2,5,2004,Frozen,Circle In The Square,Play,1388,0.36,52934,0.16,0
2004-05-02,2,5,2004,Golda'S Balcony,Helen Hayes,Play,3123,0.66,155776,0.35,8
2004-05-02,2,5,2004,Gypsy '03,Shubert,Musical,6007,0.52,350530,0.37,8
2004-05-02,2,5,2004,Hairspray,Neil Simon,Musical,10965,0.96,920164,0.95,8
2004-05-02,2,5,2004,I Am My Own Wife,Lyceum,Play,3034,0.54,150375,0.38,8
2004-05-02,2,5,2004,Jumpers,Brooks Atkinson,Play,5850,0.75,328305,0.55,8
2004-05-02,2,5,2004,Little Shop Of Horrors,Virginia,Musical,5120,0.53,277035,0.33,8
2004-05-02,2,5,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11771,0.98,942369,0.91,8
2004-05-02,2,5,2004,Match,Plymouth,Play,4998,0.58,251739,0.42,8
2004-05-02,2,5,2004,Movin' Out,Richard Rodgers,Musical,7871,0.74,559640,0.68,8
2004-05-02,2,5,2004,Prymate,Longacre,Play,1140,0.13,37246,0.07,0
2004-05-02,2,5,2004,Rent,Nederlander,Musical,6298,0.67,293646,0.56,8
2004-05-02,2,5,2004,Sly Fox,Ethel Barrymore,Play,5060,0.6,318726,0.49,8
2004-05-02,2,5,2004,The Boy From Oz,Imperial,Musical,10538,0.92,773256,0.81,8
2004-05-02,2,5,2004,The Lion King,New Amsterdam,Musical,14520,1.01,1124461,0.95,8
2004-05-02,2,5,2004,The Phantom Of The Opera,Majestic,Musical,9710,0.76,510071,0.51,8
2004-05-02,2,5,2004,The Producers,St. James,Musical,9586,0.7,784284,0.75,8
2004-05-02,2,5,2004,Thoroughly Modern Millie,Marquis,Musical,7134,0.57,389497,0.39,8
2004-05-02,2,5,2004,Twentieth Century,American Airlines,Play,5339,0.9,285827,0.82,8
2004-05-02,2,5,2004,Wicked,Gershwin,Musical,14184,1,1065341,0.94,8
2004-05-02,2,5,2004,Wonderful Town,Al Hirschfeld,Musical,5507,0.48,394587,0.42,8
2004-05-09,9,5,2004,42Nd Street '01,Ford Center,Musical,9824,0.68,530203,0.5,8
2004-05-09,9,5,2004,A Raisin In The Sun,Royale,Play,8432,0.98,526224,0.86,8
2004-05-09,9,5,2004,Aida,Palace,Musical,9346,0.69,523465,0.57,8
2004-05-09,9,5,2004,Assassins,Studio 54,Musical,6566,0.9,352493,0.8,8
2004-05-09,9,5,2004,Avenue Q,Golden,Musical,4798,0.75,331809,0.73,8
2004-05-09,9,5,2004,Beauty And The Beast,Lunt-Fontanne,Musical,8992,0.74,507966,0.61,8
2004-05-09,9,5,2004,Bombay Dreams,Broadway,Musical,12015,0.85,766722,0.7,8
2004-05-09,9,5,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5995,0.71,408959,0.54,8
2004-05-09,9,5,2004,Chicago,Ambassador,Musical,7108,0.82,438329,0.61,8
2004-05-09,9,5,2004,Fiddler On The Roof 04,Minskoff,Musical,10024,0.74,650274,0.61,8
2004-05-09,9,5,2004,Frozen,Circle In The Square,Play,2168,0.42,97280,0.25,8
2004-05-09,9,5,2004,Golda'S Balcony,Helen Hayes,Play,2770,0.59,136455,0.3,8
2004-05-09,9,5,2004,Gypsy '03,Shubert,Musical,5751,0.5,344283,0.37,8
2004-05-09,9,5,2004,Hairspray,Neil Simon,Musical,9995,0.87,810867,0.84,8
2004-05-09,9,5,2004,I Am My Own Wife,Lyceum,Play,3191,0.57,151736,0.38,8
2004-05-09,9,5,2004,Jumpers,Brooks Atkinson,Play,5921,0.76,358378,0.6,8
2004-05-09,9,5,2004,Little Shop Of Horrors,Virginia,Musical,4592,0.47,259466,0.31,8
2004-05-09,9,5,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11681,0.97,953030,0.92,8
2004-05-09,9,5,2004,Match,Plymouth,Play,4860,0.56,251251,0.42,8
2004-05-09,9,5,2004,Movin' Out,Richard Rodgers,Musical,7323,0.69,537108,0.65,8
2004-05-09,9,5,2004,Prymate,Longacre,Play,1132,0.15,41094,0.09,5
2004-05-09,9,5,2004,Rent,Nederlander,Musical,6279,0.66,285192,0.54,8
2004-05-09,9,5,2004,Sight Unseen,Biltmore,Play,2536,0.78,119032,0.53,0
2004-05-09,9,5,2004,Sly Fox,Ethel Barrymore,Play,5423,0.64,331376,0.51,8
2004-05-09,9,5,2004,The Boy From Oz,Imperial,Musical,10862,0.95,812001,0.85,8
2004-05-09,9,5,2004,The Lion King,New Amsterdam,Musical,13990,0.98,1091768,0.92,8
2004-05-09,9,5,2004,The Phantom Of The Opera,Majestic,Musical,10029,0.78,533560,0.53,8
2004-05-09,9,5,2004,The Producers,St. James,Musical,10690,0.78,825464,0.79,8
2004-05-09,9,5,2004,Thoroughly Modern Millie,Marquis,Musical,6960,0.55,389973,0.39,8
2004-05-09,9,5,2004,Twentieth Century,American Airlines,Play,5340,0.9,291766,0.83,8
2004-05-09,9,5,2004,Wicked,Gershwin,Musical,14153,1,1092029,0.97,8
2004-05-09,9,5,2004,Wonderful Town,Al Hirschfeld,Musical,5767,0.5,403903,0.43,8
2004-05-16,16,5,2004,42Nd Street '01,Ford Center,Musical,10013,0.69,553196,0.52,8
2004-05-16,16,5,2004,A Raisin In The Sun,Royale,Play,8391,0.97,570020,0.88,8
2004-05-16,16,5,2004,Aida,Palace,Musical,9975,0.74,546964,0.59,8
2004-05-16,16,5,2004,Assassins,Studio 54,Musical,6459,0.88,336121,0.76,8
2004-05-16,16,5,2004,Avenue Q,Golden,Musical,5649,0.89,388292,0.86,8
2004-05-16,16,5,2004,Beauty And The Beast,Lunt-Fontanne,Musical,8702,0.72,485874,0.58,8
2004-05-16,16,5,2004,Bombay Dreams,Broadway,Musical,12347,0.88,791934,0.72,8
2004-05-16,16,5,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6056,0.82,408591,0.62,7
2004-05-16,16,5,2004,Chicago,Ambassador,Musical,7308,0.85,461995,0.64,8
2004-05-16,16,5,2004,Fiddler On The Roof 04,Minskoff,Musical,11361,0.84,613880,0.57,8
2004-05-16,16,5,2004,Frozen,Circle In The Square,Play,2643,0.51,118490,0.27,8
2004-05-16,16,5,2004,Golda'S Balcony,Helen Hayes,Play,2487,0.53,124384,0.28,8
2004-05-16,16,5,2004,Gypsy '03,Shubert,Musical,7407,0.64,444463,0.47,8
2004-05-16,16,5,2004,Hairspray,Neil Simon,Musical,10055,0.88,837854,0.87,8
2004-05-16,16,5,2004,I Am My Own Wife,Lyceum,Play,3269,0.58,163472,0.41,8
2004-05-16,16,5,2004,Jumpers,Brooks Atkinson,Play,6131,0.79,360342,0.61,8
2004-05-16,16,5,2004,Little Shop Of Horrors,Virginia,Musical,4998,0.52,271738,0.33,8
2004-05-16,16,5,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11930,1,964770,0.93,8
2004-05-16,16,5,2004,Match,Plymouth,Play,4129,0.48,220517,0.37,8
2004-05-16,16,5,2004,Movin' Out,Richard Rodgers,Musical,8297,0.78,601322,0.73,8
2004-05-16,16,5,2004,Rent,Nederlander,Musical,6007,0.64,277926,0.53,8
2004-05-16,16,5,2004,Sight Unseen,Biltmore,Play,4305,0.83,206267,0.57,0
2004-05-16,16,5,2004,Sly Fox,Ethel Barrymore,Play,5407,0.64,333734,0.51,8
2004-05-16,16,5,2004,The Boy From Oz,Imperial,Musical,11256,0.98,864487,0.9,8
2004-05-16,16,5,2004,The Lion King,New Amsterdam,Musical,14483,1.01,1130217,0.96,8
2004-05-16,16,5,2004,The Phantom Of The Opera,Majestic,Musical,9302,0.72,509535,0.51,8
2004-05-16,16,5,2004,The Producers,St. James,Musical,11736,0.86,887632,0.85,8
2004-05-16,16,5,2004,Thoroughly Modern Millie,Marquis,Musical,6706,0.53,382866,0.39,8
2004-05-16,16,5,2004,Twentieth Century,American Airlines,Play,5137,0.87,297214,0.85,8
2004-05-16,16,5,2004,Wicked,Gershwin,Musical,14184,1,1080711,0.96,8
2004-05-16,16,5,2004,Wonderful Town,Al Hirschfeld,Musical,6221,0.54,399360,0.42,8
2004-05-23,23,5,2004,42Nd Street '01,Ford Center,Musical,10840,0.75,618319,0.58,8
2004-05-23,23,5,2004,A Raisin In The Sun,Royale,Play,8274,0.96,584256,0.9,8
2004-05-23,23,5,2004,Aida,Palace,Musical,10678,0.79,589460,0.64,8
2004-05-23,23,5,2004,Assassins,Studio 54,Musical,6947,0.95,378624,0.86,8
2004-05-23,23,5,2004,Avenue Q,Golden,Musical,6068,0.95,410559,0.91,8
2004-05-23,23,5,2004,Beauty And The Beast,Lunt-Fontanne,Musical,9448,0.78,547269,0.65,8
2004-05-23,23,5,2004,Bombay Dreams,Broadway,Musical,12387,0.88,798534,0.72,8
2004-05-23,23,5,2004,"Caroline, Or Change",Eugene O'Neill,Musical,7074,0.84,476055,0.63,8
2004-05-23,23,5,2004,Chicago,Ambassador,Musical,7587,0.88,475791,0.66,8
2004-05-23,23,5,2004,Fiddler On The Roof 04,Minskoff,Musical,11937,0.88,604576,0.56,8
2004-05-23,23,5,2004,Frozen,Circle In The Square,Play,3312,0.64,141052,0.35,8
2004-05-23,23,5,2004,Golda'S Balcony,Helen Hayes,Play,2734,0.58,135096,0.3,8
2004-05-23,23,5,2004,Gypsy '03,Shubert,Musical,7867,0.68,466746,0.5,8
2004-05-23,23,5,2004,Hairspray,Neil Simon,Musical,10752,0.94,889801,0.92,8
2004-05-23,23,5,2004,I Am My Own Wife,Lyceum,Play,3678,0.65,184076,0.46,8
2004-05-23,23,5,2004,Jumpers,Brooks Atkinson,Play,6089,0.79,363125,0.61,8
2004-05-23,23,5,2004,Little Shop Of Horrors,Virginia,Musical,5989,0.62,328362,0.39,8
2004-05-23,23,5,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11944,1,972789,0.94,8
2004-05-23,23,5,2004,Marc Salem'S Mind Games,Lyceum,Special,24,3.37,1037,0.03,0
2004-05-23,23,5,2004,Match,Plymouth,Play,5975,0.69,273304,0.45,8
2004-05-23,23,5,2004,Movin' Out,Richard Rodgers,Musical,8787,0.83,643411,0.78,8
2004-05-23,23,5,2004,Rent,Nederlander,Musical,7209,0.76,322245,0.61,8
2004-05-23,23,5,2004,Sight Unseen,Biltmore,Play,4134,0.8,202446,0.56,0
2004-05-23,23,5,2004,Sly Fox,Ethel Barrymore,Play,6330,0.75,374107,0.58,8
2004-05-23,23,5,2004,The Boy From Oz,Imperial,Musical,11292,0.98,882129,0.92,8
2004-05-23,23,5,2004,The Lion King,New Amsterdam,Musical,14501,1.01,1131296,0.96,8
2004-05-23,23,5,2004,The Phantom Of The Opera,Majestic,Musical,10696,0.83,572561,0.57,8
2004-05-23,23,5,2004,The Producers,St. James,Musical,12014,0.88,913578,0.88,8
2004-05-23,23,5,2004,Thoroughly Modern Millie,Marquis,Musical,7637,0.6,426498,0.43,8
2004-05-23,23,5,2004,Twentieth Century,American Airlines,Play,5271,0.89,306437,0.88,8
2004-05-23,23,5,2004,Wicked,Gershwin,Musical,14184,1,1106282,0.98,8
2004-05-23,23,5,2004,Wonderful Town,Al Hirschfeld,Musical,6504,0.57,413961,0.44,8
2004-05-30,30,5,2004,42Nd Street '01,Ford Center,Musical,10234,0.71,550952,0.52,8
2004-05-30,30,5,2004,A Raisin In The Sun,Royale,Play,8420,0.98,597572,0.93,8
2004-05-30,30,5,2004,Aida,Palace,Musical,10833,0.8,597688,0.65,8
2004-05-30,30,5,2004,Assassins,Studio 54,Musical,6848,0.94,413359,0.94,8
2004-05-30,30,5,2004,Avenue Q,Golden,Musical,6043,0.95,413925,0.92,8
2004-05-30,30,5,2004,Beauty And The Beast,Lunt-Fontanne,Musical,9361,0.78,539936,0.64,8
2004-05-30,30,5,2004,Bombay Dreams,Broadway,Musical,11889,0.84,772678,0.7,8
2004-05-30,30,5,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6870,0.81,451301,0.6,8
2004-05-30,30,5,2004,Chicago,Ambassador,Musical,7409,0.86,460708,0.64,8
2004-05-30,30,5,2004,Fiddler On The Roof 04,Minskoff,Musical,11259,0.83,549727,0.51,8
2004-05-30,30,5,2004,Frozen,Circle In The Square,Play,3896,0.75,163003,0.41,8
2004-05-30,30,5,2004,Golda'S Balcony,Helen Hayes,Play,2707,0.57,127331,0.28,8
2004-05-30,30,5,2004,Gypsy '03,Shubert,Musical,8543,0.74,497800,0.53,8
2004-05-30,30,5,2004,Hairspray,Neil Simon,Musical,10626,0.93,879481,0.91,8
2004-05-30,30,5,2004,I Am My Own Wife,Lyceum,Play,3007,0.53,148058,0.37,8
2004-05-30,30,5,2004,Jumpers,Brooks Atkinson,Play,5481,0.71,318505,0.54,8
2004-05-30,30,5,2004,Little Shop Of Horrors,Virginia,Musical,6046,0.62,323860,0.39,8
2004-05-30,30,5,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11187,0.93,917384,0.89,8
2004-05-30,30,5,2004,Marc Salem'S Mind Games,Lyceum,Special,51,7.16,1929,0.05,1
2004-05-30,30,5,2004,Movin' Out,Richard Rodgers,Musical,8230,0.78,579486,0.7,8
2004-05-30,30,5,2004,Rent,Nederlander,Musical,7246,0.77,339546,0.64,8
2004-05-30,30,5,2004,Sight Unseen,Biltmore,Play,3292,0.63,177792,0.5,8
2004-05-30,30,5,2004,Sly Fox,Ethel Barrymore,Play,5809,0.69,325765,0.5,8
2004-05-30,30,5,2004,The Boy From Oz,Imperial,Musical,11141,0.97,860414,0.9,8
2004-05-30,30,5,2004,The Lion King,New Amsterdam,Musical,14487,1.01,1133668,0.96,8
2004-05-30,30,5,2004,The Phantom Of The Opera,Majestic,Musical,10829,0.84,580064,0.58,8
2004-05-30,30,5,2004,The Producers,St. James,Musical,11102,0.81,824711,0.79,8
2004-05-30,30,5,2004,Thoroughly Modern Millie,Marquis,Musical,9209,0.73,417059,0.42,8
2004-05-30,30,5,2004,Twentieth Century,American Airlines,Play,4693,0.79,264753,0.76,8
2004-05-30,30,5,2004,Wicked,Gershwin,Musical,14184,1,1107202,0.98,8
2004-05-30,30,5,2004,Wonderful Town,Al Hirschfeld,Musical,6185,0.54,395865,0.42,8
2004-06-06,6,6,2004,42Nd Street '01,Ford Center,Musical,11187,0.77,604963,0.57,8
2004-06-06,6,6,2004,A Raisin In The Sun,Royale,Play,7981,0.93,556362,0.86,8
2004-06-06,6,6,2004,Aida,Palace,Musical,10296,0.76,554749,0.6,8
2004-06-06,6,6,2004,Assassins,Studio 54,Musical,6835,0.93,392856,0.89,8
2004-06-06,6,6,2004,Avenue Q,Golden,Musical,6095,0.96,401423,0.89,8
2004-06-06,6,6,2004,Beauty And The Beast,Lunt-Fontanne,Musical,9858,0.82,556380,0.66,8
2004-06-06,6,6,2004,Bombay Dreams,Broadway,Musical,10232,0.73,670853,0.61,8
2004-06-06,6,6,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6794,0.8,436888,0.58,8
2004-06-06,6,6,2004,Chicago,Ambassador,Musical,6258,0.72,403978,0.56,8
2004-06-06,6,6,2004,Fiddler On The Roof 04,Minskoff,Musical,10069,0.74,567781,0.53,8
2004-06-06,6,6,2004,Frozen,Circle In The Square,Play,3920,0.75,150497,0.38,8
2004-06-06,6,6,2004,Golda'S Balcony,Helen Hayes,Play,2624,0.56,125834,0.28,8
2004-06-06,6,6,2004,Hairspray,Neil Simon,Musical,10258,0.9,848590,0.88,8
2004-06-06,6,6,2004,I Am My Own Wife,Lyceum,Play,2995,0.53,151099,0.38,8
2004-06-06,6,6,2004,Jumpers,Brooks Atkinson,Play,5255,0.68,306919,0.52,8
2004-06-06,6,6,2004,Little Shop Of Horrors,Virginia,Musical,5394,0.56,285202,0.34,8
2004-06-06,6,6,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11141,0.93,921813,0.89,8
2004-06-06,6,6,2004,Marc Salem'S Mind Games,Lyceum,Special,159,0.22,5414,0.15,1
2004-06-06,6,6,2004,Movin' Out,Richard Rodgers,Musical,7746,0.73,563456,0.68,8
2004-06-06,6,6,2004,Rent,Nederlander,Musical,6260,0.66,292047,0.55,8
2004-06-06,6,6,2004,Sight Unseen,Biltmore,Play,4459,0.86,233488,0.66,8
2004-06-06,6,6,2004,Sly Fox,Ethel Barrymore,Play,6138,0.73,335218,0.52,8
2004-06-06,6,6,2004,The Boy From Oz,Imperial,Musical,9876,0.98,772662,0.92,7
2004-06-06,6,6,2004,The Lion King,New Amsterdam,Musical,14402,1,1126989,0.95,8
2004-06-06,6,6,2004,The Phantom Of The Opera,Majestic,Musical,10447,0.81,556426,0.56,8
2004-06-06,6,6,2004,The Producers,St. James,Musical,11434,0.84,859684,0.82,8
2004-06-06,6,6,2004,Thoroughly Modern Millie,Marquis,Musical,7834,0.62,421381,0.42,8
2004-06-06,6,6,2004,Twentieth Century,American Airlines,Play,4496,0.76,259661,0.74,8
2004-06-06,6,6,2004,Wicked,Gershwin,Musical,12411,1,953935,0.97,7
2004-06-06,6,6,2004,Wonderful Town,Al Hirschfeld,Musical,6193,0.54,396438,0.42,8
2004-06-13,13,6,2004,42Nd Street '01,Ford Center,Musical,10856,0.75,592262,0.55,8
2004-06-13,13,6,2004,A Raisin In The Sun,Royale,Play,8210,0.95,603913,0.94,8
2004-06-13,13,6,2004,Aida,Palace,Musical,10933,0.81,605490,0.66,8
2004-06-13,13,6,2004,Assassins,Studio 54,Musical,7006,0.96,429267,0.97,8
2004-06-13,13,6,2004,Avenue Q,Golden,Musical,6283,0.99,446043,0.99,8
2004-06-13,13,6,2004,Beauty And The Beast,Lunt-Fontanne,Musical,10307,0.85,602884,0.72,8
2004-06-13,13,6,2004,Bombay Dreams,Broadway,Musical,10784,0.77,718472,0.65,8
2004-06-13,13,6,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6307,0.75,407829,0.54,8
2004-06-13,13,6,2004,Chicago,Ambassador,Musical,6905,0.8,437785,0.61,8
2004-06-13,13,6,2004,Fiddler On The Roof 04,Minskoff,Musical,8262,0.61,534691,0.5,8
2004-06-13,13,6,2004,Frozen,Circle In The Square,Play,4292,0.83,166609,0.42,8
2004-06-13,13,6,2004,Golda'S Balcony,Helen Hayes,Play,2519,0.53,122159,0.27,8
2004-06-13,13,6,2004,Hairspray,Neil Simon,Musical,11061,0.97,912598,0.94,8
2004-06-13,13,6,2004,I Am My Own Wife,Lyceum,Play,4554,0.81,228710,0.58,8
2004-06-13,13,6,2004,Jumpers,Brooks Atkinson,Play,4311,0.56,234595,0.4,8
2004-06-13,13,6,2004,Little Shop Of Horrors,Virginia,Musical,5639,0.58,299226,0.36,8
2004-06-13,13,6,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11943,1,982475,0.95,8
2004-06-13,13,6,2004,Marc Salem'S Mind Games,Lyceum,Special,238,0.33,8933,0.25,1
2004-06-13,13,6,2004,Movin' Out,Richard Rodgers,Musical,8315,0.79,610605,0.74,8
2004-06-13,13,6,2004,Rent,Nederlander,Musical,6103,0.65,290379,0.55,8
2004-06-13,13,6,2004,Sight Unseen,Biltmore,Play,4645,0.89,255931,0.71,8
2004-06-13,13,6,2004,Sly Fox,Ethel Barrymore,Play,6650,0.79,352640,0.54,8
2004-06-13,13,6,2004,The Boy From Oz,Imperial,Musical,11441,1,905076,0.95,8
2004-06-13,13,6,2004,The Lion King,New Amsterdam,Musical,14530,1.01,1134409,0.96,8
2004-06-13,13,6,2004,The Phantom Of The Opera,Majestic,Musical,11402,0.89,593050,0.59,8
2004-06-13,13,6,2004,The Producers,St. James,Musical,12085,0.89,915899,0.88,8
